asin,text,title,location_and_date,verified,rating
B01KTLXEMK,para mejorar,salud,Commenté en Espagne le 29 janvier 2021,True,"5,0"
B01KTLXEMK,Un buen producto. Había consumido otras marcas y este no deja sabor ni repite. Muchas cápsulas por envase. Buen precio.,Buen producto. Muchas cápsulas a buen precio.,Commenté en Espagne le 25 octobre 2018,True,"5,0"
B0BZVWHB6Y,Très bon produit les gélules ne sont pas trop grosses à avaler. Le contenant est sobre et beau.,J adore ce produit,Commenté en France le 14 septembre 2023,True,"5,0"
B0BZVWHB6Y,"Joli packaging, reçus dans boîte en carton et conditionné hermétiquement dans un flacon en verre (donc recyclable).Produit français, ingrédients explicitement écrits, je recommande ce produit qui m'inspire confiance.",Omega 3,Commenté en France le 7 mai 2023,True,"5,0"
B0BZVWHB6Y,Vraiment très bon rapport qualité prix en plus il y a 120 gélules cela permet d’aller jusqu’à trois mois de traitement Continuez comme ça et je continuerai à vous prendre vos produits,Très bon produit,Commenté en France le 30 avril 2023,True,"5,0"
B0BZVWHB6Y,Packaging qualitatif et super beau qui inspire confiance!  Hâte d’avoir des résultats,Qualité,Commenté en France le 2 mai 2023,True,"5,0"
B0BZVWHB6Y,"Acheté pour améliorer mes performances durant mes séances de sports et de musculation.La consommation d'oméga 3 augmentait de manière significative la synthèse protéique, ce qui entraîne une augmentation de la taille des cellules musculaires ainsi que la concentration en protéine dans l’organisme !",Produit sans gout ni odeur de poisson !,Commenté en France le 29 avril 2023,True,"5,0"
B0BZVWHB6Y,"Omega 3 intéressant à consommer etant donné ses multiples vertus pour le coeur et tout l'organisme en général .Comme je consomme très peu de poisson contenant omega 3 , prendre en complément est la meilleure solution. Cette marque montre clairement l'origine des poissons issue d'un milieu sans pollution c'est qui est top pour le choix de ce produit",Au top,Commenté en France le 15 septembre 2023,True,"5,0"
B01KTLXEMK,A un las estoy tomando..,Que sean eficaces,Commenté en Espagne le 31 juillet 2023,True,"3,0"
B01KTLXEMK,Te da energía.,Te da energía.,Commenté en Espagne le 9 juillet 2022,True,"4,0"
B01KTLXEMK,"Me ha sorprendido gratamente este producto.Llevo años tomando perlas de krill para mi inflamación de cervicales de otra marca, pero han subido mucho el precio y me parece un poco abusivo.Quise probar éstas y me gustan porque no te dejan sabor a pescado (el bote al abrirlo sí huele un poquito pero es lógico) y tienen buen envase y precinto.Estoy satisfecha con la compra porque de momento, cumplen su función.",Buena relación calidad-precio.,Commenté en Espagne le 18 mai 2021,True,"5,0"
B01KTLXEMK,"Me recomendaron tomar Aceite de Krill por su contenido en aceites de Omega 3.Hasta ahora tomaba otro de otra marca (Manantial de la Salud), pero decidi comprar este básicamente por el precio.He de decir que hace un poco de olor al abrir el frasco, debido a que el componente del aceite de krill es un crustáceo, con lo cual es lógico que desprenda este olor. Sin embargo el producto de la marca que estaba utilizando antes no hacía ningún olor y tenia un color rojo rubí más bonito. Pero supongo que lo que importa es que haga el mismo efecto en el organismo y espero que así sea.",Complemento dietetico,Commenté en Espagne le 29 décembre 2018,True,"3,0"
B01KTLXEMK,Me ha caído genial ! Lo recomiendo,Fantástico !,Commenté en Espagne le 14 novembre 2021,True,"5,0"
B01KTLXEMK,Me gusta esta marca. Me dá confianza .Siempre compro este aceite de krill,Me gusta,Commenté en Espagne le 20 septembre 2019,True,"4,0"
B01KTLXEMK,Muy buen producto y buena relación calidad-precio.,Muy recomendable.,Commenté en Espagne le 10 décembre 2019,True,"4,0"
B01KTLXEMK,"He recibido el producto como podéis ver en las imágenes , la etiqueta completamente arrugada porque no corresponde al envase y las cápsulas totalmente pegadas , hechas un bloque, he tenido que devolverlo.",Decepción,Commenté en Espagne le 21 juillet 2021,True,"1,0"
B01KTLXEMK,para mejorar,salud,Commenté en Espagne le 29 janvier 2021,True,"5,0"
B01KTLXEMK,Un buen producto. Había consumido otras marcas y este no deja sabor ni repite. Muchas cápsulas por envase. Buen precio.,Buen producto. Muchas cápsulas a buen precio.,Commenté en Espagne le 25 octobre 2018,True,"5,0"
B0BZVWHB6Y,Très bon produit les gélules ne sont pas trop grosses à avaler. Le contenant est sobre et beau.,J adore ce produit,Commenté en France le 14 septembre 2023,True,"5,0"
B0BZVWHB6Y,"Joli packaging, reçus dans boîte en carton et conditionné hermétiquement dans un flacon en verre (donc recyclable).Produit français, ingrédients explicitement écrits, je recommande ce produit qui m'inspire confiance.",Omega 3,Commenté en France le 7 mai 2023,True,"5,0"
B0BZVWHB6Y,Vraiment très bon rapport qualité prix en plus il y a 120 gélules cela permet d’aller jusqu’à trois mois de traitement Continuez comme ça et je continuerai à vous prendre vos produits,Très bon produit,Commenté en France le 30 avril 2023,True,"5,0"
B0BZVWHB6Y,Packaging qualitatif et super beau qui inspire confiance!  Hâte d’avoir des résultats,Qualité,Commenté en France le 2 mai 2023,True,"5,0"
B0BZVWHB6Y,"Acheté pour améliorer mes performances durant mes séances de sports et de musculation.La consommation d'oméga 3 augmentait de manière significative la synthèse protéique, ce qui entraîne une augmentation de la taille des cellules musculaires ainsi que la concentration en protéine dans l’organisme !",Produit sans gout ni odeur de poisson !,Commenté en France le 29 avril 2023,True,"5,0"
B0BZVWHB6Y,"Omega 3 intéressant à consommer etant donné ses multiples vertus pour le coeur et tout l'organisme en général .Comme je consomme très peu de poisson contenant omega 3 , prendre en complément est la meilleure solution. Cette marque montre clairement l'origine des poissons issue d'un milieu sans pollution c'est qui est top pour le choix de ce produit",Au top,Commenté en France le 15 septembre 2023,True,"5,0"
B01KTLXEMK,A un las estoy tomando..,Que sean eficaces,Commenté en Espagne le 31 juillet 2023,True,"3,0"
B01KTLXEMK,Te da energía.,Te da energía.,Commenté en Espagne le 9 juillet 2022,True,"4,0"
B01KTLXEMK,"Me ha sorprendido gratamente este producto.Llevo años tomando perlas de krill para mi inflamación de cervicales de otra marca, pero han subido mucho el precio y me parece un poco abusivo.Quise probar éstas y me gustan porque no te dejan sabor a pescado (el bote al abrirlo sí huele un poquito pero es lógico) y tienen buen envase y precinto.Estoy satisfecha con la compra porque de momento, cumplen su función.",Buena relación calidad-precio.,Commenté en Espagne le 18 mai 2021,True,"5,0"
B01KTLXEMK,"Me recomendaron tomar Aceite de Krill por su contenido en aceites de Omega 3.Hasta ahora tomaba otro de otra marca (Manantial de la Salud), pero decidi comprar este básicamente por el precio.He de decir que hace un poco de olor al abrir el frasco, debido a que el componente del aceite de krill es un crustáceo, con lo cual es lógico que desprenda este olor. Sin embargo el producto de la marca que estaba utilizando antes no hacía ningún olor y tenia un color rojo rubí más bonito. Pero supongo que lo que importa es que haga el mismo efecto en el organismo y espero que así sea.",Complemento dietetico,Commenté en Espagne le 29 décembre 2018,True,"3,0"
B01KTLXEMK,Me ha caído genial ! Lo recomiendo,Fantástico !,Commenté en Espagne le 14 novembre 2021,True,"5,0"
B01KTLXEMK,Me gusta esta marca. Me dá confianza .Siempre compro este aceite de krill,Me gusta,Commenté en Espagne le 20 septembre 2019,True,"4,0"
B01KTLXEMK,Muy buen producto y buena relación calidad-precio.,Muy recomendable.,Commenté en Espagne le 10 décembre 2019,True,"4,0"
B01KTLXEMK,"He recibido el producto como podéis ver en las imágenes , la etiqueta completamente arrugada porque no corresponde al envase y las cápsulas totalmente pegadas , hechas un bloque, he tenido que devolverlo.",Decepción,Commenté en Espagne le 21 juillet 2021,True,"1,0"
B01KTLXEMK,para mejorar,salud,Commenté en Espagne le 29 janvier 2021,True,"5,0"
B01KTLXEMK,Un buen producto. Había consumido otras marcas y este no deja sabor ni repite. Muchas cápsulas por envase. Buen precio.,Buen producto. Muchas cápsulas a buen precio.,Commenté en Espagne le 25 octobre 2018,True,"5,0"
B0BZVWHB6Y,Très bon produit les gélules ne sont pas trop grosses à avaler. Le contenant est sobre et beau.,J adore ce produit,Commenté en France le 14 septembre 2023,True,"5,0"
B0BZVWHB6Y,"Joli packaging, reçus dans boîte en carton et conditionné hermétiquement dans un flacon en verre (donc recyclable).Produit français, ingrédients explicitement écrits, je recommande ce produit qui m'inspire confiance.",Omega 3,Commenté en France le 7 mai 2023,True,"5,0"
B0BZVWHB6Y,Vraiment très bon rapport qualité prix en plus il y a 120 gélules cela permet d’aller jusqu’à trois mois de traitement Continuez comme ça et je continuerai à vous prendre vos produits,Très bon produit,Commenté en France le 30 avril 2023,True,"5,0"
B0BZVWHB6Y,Packaging qualitatif et super beau qui inspire confiance!  Hâte d’avoir des résultats,Qualité,Commenté en France le 2 mai 2023,True,"5,0"
B0BZVWHB6Y,"Acheté pour améliorer mes performances durant mes séances de sports et de musculation.La consommation d'oméga 3 augmentait de manière significative la synthèse protéique, ce qui entraîne une augmentation de la taille des cellules musculaires ainsi que la concentration en protéine dans l’organisme !",Produit sans gout ni odeur de poisson !,Commenté en France le 29 avril 2023,True,"5,0"
B0BZVWHB6Y,"Omega 3 intéressant à consommer etant donné ses multiples vertus pour le coeur et tout l'organisme en général .Comme je consomme très peu de poisson contenant omega 3 , prendre en complément est la meilleure solution. Cette marque montre clairement l'origine des poissons issue d'un milieu sans pollution c'est qui est top pour le choix de ce produit",Au top,Commenté en France le 15 septembre 2023,True,"5,0"
B00O16CZ4S,"produit exellent  par contre il y a des cartes de fidélité  qui ne son pas joint  avec le colis, sur le site ce n'est possible non plus de l'avoirautrement Merci",arkogelules Huile de Krill,Commenté en France le 12 juin 2015,True,"5,0"
B00O16CZ4S,"PRODUIT BIEN PROTEGER ,BIEN ENVELOPPER ,PAS ABIMER .ARRIVER AVEC QUELQUES JOURS AVANT AVEC UNE PETITE ATTENTION SUPPLEMENTAIRE.LE RECOMMANDE AU INTERNAUTES",HUILE DE KRILL,Commenté en France le 6 avril 2016,True,"5,0"
B00LPJOUV0,"Acabado el bote puedo decir que super contento con este krill. Es la primera vez que pruebo el omega en un suplemento de Krill y sensaciones geniales. Todo lo que noto mejor cuando tomo omega bien, lo he notado fuerte con este; pelo, piel y uñas del tirón con mejor pinta y fuerte, mejor recuperado de palizas de gim y de trabajo...Todo bien y bien de precio. Recomendado.",Me ha ido bien,Commenté en Espagne le 14 août 2023,False,"4,0"
B00LPJOUV0,"Spesso in nostro cervello risulta sempre stanco e abbiamo bisogno di poter garantire le normali funzioni del nostro metabolismo.In farmacia possiamo avere imbarazzo della scelta per quanto riguarda gli integratori alimentari; ce li propinano in ogni salsa.Nel caso invece dovessimo sostenere sforzi fisici e mentali molto accentuati allora questo Krill Oil di Super Smart potrebbe fare al caso nostro.E’ qualche giorno che lo assumo e posso solo dire che come tutti gli integratori, NON fanno miracoli.Lo scopo di essi è di aiutarci durante le nostre attività.Questo non fa eccezione, ma se si guarda alla sua composizione, potrei asserire di consigliarlo per un consumo periodico nei momenti di difficoltà.Il Krill è un crostaceo piccolissimo, simile ai gamberi, che è il nutrimento principale degli altri pesci (balene incluse). E’ quello che di solito vediamo nei documentari nei quali la balena si nutre di quegli “sciami” di esserini acquatici.Il suo olio è ricco di sostanze come Omega-3 che sappiamo, anche per sentito dire, essere importantissimi per il nostro organismo (nel caso non assumessimo pesce, per esempio). Questi Omega-3 in forma di fosfolipidi, che sono i costituenti dell’esterno delle cellule (membrane), sono assorbiti meglio dal nostro organismo (fino a 4 volte).Ne gioverà il cuore se ne prendiamo 2 al giorno (come ho fatto io – una la mattina ed una la sera durante i pasti).Ma c’è di più: Colina.Come i fosfolipidi, entra nelle cellule e garantisce una trasmissione migliore dei segnali nervosi. Ha anche proprietà purificanti per il nostro fegato.L’astaxantina invece contenuta nella capsula è un antiossidante per eccellenza (pensiamo alle cellule del nostro corpo che si conserveranno meglio) ed ha il compito di preservare la qualità dell’olio di krill proteggendo al contempo gli acidi grassi Omega-3 dal deperimento. È di color rosso (simile al colore della nostra “pillolina”).Il benessere scaturito dall’olio di Krill è dovuto alla presenza di Acido Docosaesaenoico (DHA) e Acido Eicosapentaenoico (EPA) (250 mg come somma di entrambi a dose giornaliera).Parliamo quindi di fosfolipidi…entrano nelle cellule e garantiscono una trasmissione migliore dei segnali nervosi e regolano l'ingresso e l'uscita dei vari metaboliti cellulari (nutrienti, ormoni, sostanze di rifiuto ecc.).EPA e DHA contribuiscono al mantenimento di una normale pressione sanguigna, se si assumono 3g di EPA e DHA al giorno; EPA e DHA contribuiscono al mantenimento dei valori di trigliceridi nel sangue nella norma se si assumono 2g di EPA e DHA al giorno purché non si tratti di prodotti destinati ai bambini.Infine, ho pensato, se fa benissimo alle balene, figuriamoci a noi!!! 😉Questo è un prodotto proveniente dal Portogallo e la sua composizione è totalmente naturale!L’assorbimento degli Omega-3 del krill è provato essere assimilabile il 400% in più rispetto a quelli contenuti nel pesce comune.Il prezzo sembra essere caro a 38,15€ per 60 capsule; NON sono grandi ma spesso sono di difficile deglutizione, con poteri nutraceutici non indifferenti. Ne bastano 2 al giorno per favorire una normale funzione cardiaca. Durata del flaconcino: 1 mese.PS: NON odora di pesce e se si assume la capsula dopo il pasto principale sentiremo, durante la digestione, che il sapore del pesce risale per l’esofago (almeno a me è successo!). Meglio prenderla subito prima di pranzo o cena.Purtroppo questo fattore è l’unica pecca (oltre al prezzo) che ho trovato in questo prodotto.Voto: 7,9/10 => 4 stelle!","Le nostre membrane cellulari ringraziano…e non solo! – Sapore che a volte viene su – 7,9/10",Commenté en Italie le 22 février 2023,False,"4,0"
B00LPJOUV0,"Die dunkelroten ""Supersmart"" Krillöl-Kapseln enthalten Omega-3-Fettsäuren, die helfen, Schlaganfall, Alzheimer sowie Herzerkrankungen vorzubeugen. Bei 315 mg in der Dosis von zwei Kapseln täglich sind keine negativen Auswirkungen zu befürchten. Dehydroascorbinsäure (DHA) ist ein Derivat der Ascorbinsäure (Vitamin C). Eine Überdosierung ist praktisch nicht möglich. Eicosapentaensäure (EPA) ist eine mehrfach ungesättigte Fettsäure, die den Blutdruck regelt und eine positive Wirkung auf das Herz hat. Außerdem wirkt sie entzündungshemmend. Normalerweise ist sie in Fettfisch zu finden. Die Europäische Behörde für Lebensmittelsicherheit (EFSA) empfiehlt die Einnahme von 250 mg EPA und/oder DHA. Je drei Kapseln ""Supersmart"" Krillöl enthalten 250 mg EPA/DHA und damit ausreichend viel. Die Deklaration ist lediglich in englischer und französischer Sprache aufgedruckt.Der Zusatzstoff Astaxanthin (auch ein roter Farbstoff) wird aus Krebstieren gewonnen und soll positiven Einfluss auf den Stoffwechsel haben, als Sonnenschutz wirken und antioxidative Eigenschaften haben. In hohen Dosen kann er die Aufnahme anderer Stoffe in der Leber hemmen, das ist bei der enthaltenen Dosis von 100 µg aber nicht zu befürchten.Die """"Supersmart"" Kapseln sind aus nachhaltigem Fischfang (Krill) gewonnen. Sie tragen aber kein Zertifikat.Die ""Supersmart"" Kapseln reichen bei der Einnahme der maximalen Dosis von zwei Kapseln täglich 30 Tage. Rund 38 Euro etwas über dem Durchschnitt vergleichbarer Produkte. Die Kapseln lassen sich gut mit Wasser einnehmen.Zusammenfassend ein gutes Produkt für Stoffwechsel, Herz, Hirn und Kreislauf sowie gegen Entzündungen. Die Zusammensetzung und Dosierung ist sinnvoll.",Gut dosierte Omega-3-Kapseln,Commenté en Allemagne le 6 mars 2023,False,"4,0"
B00LPJOUV0,"Te doy mi opinión sobre este complemento alimenticio de 60 cápsulas de omega-3 a base de aceite de krill. Este producto me parece muy interesante y beneficioso para la salud, ya que el aceite de krill es una fuente natural y potente de ácidos grasos omega-3, que son esenciales para el buen funcionamiento del cerebro, el corazón y las articulaciones.Además, el aceite de krill contiene astaxantina, un poderoso antioxidante que protege las células del estrés oxidativo y la inflamación. El aceite de krill también tiene la ventaja de ser más biodisponible que otros aceites de pescado, ya que sus ácidos grasos están en forma de fosfolípidos, que se absorben mejor por el organismo.Por otro lado, el producto tiene un precio razonable y una presentación cómoda en cápsulas blandas que se toman fácilmente con un vaso de agua.El único inconveniente que le veo es que puede causar alergias a las personas sensibles a los mariscos, por lo que hay que tener cuidado si se tiene alguna intolerancia o reacción adversa.En conclusión, creo que este producto es una buena opción para complementar la dieta y mejorar la salud general, siempre y cuando se consulte con un médico antes de tomarlo y se sigan las indicaciones del envase.",Estupendo para cuidarnos el corazón,Commenté en Espagne le 21 mars 2023,False,"5,0"
B00LPJOUV0,"Krillöl kombiniert drei wertvolle Vitalstoffe in einem Präparat:- wichtige entzündungshemmende Omega 3 Fettsäuren- zellaktive Fette, die sogenannten Phospholipoide- zellschützende AntioxidantienDie regelmäßige Einnahme kann hilfreich sein- bei Entzündungen aller Art- zum Schutz der Herz- und Blutgefäße- zur Verbesserung der Cholesterinwerte im menschlichen Organismus auf natürlichem Wege- gegen die Symptome der Psoriasis- bei Gelenkschmerzen und zur Steigerung der Beweglichkeit der Gelenke- bei Heuschnupfen und Pollenallergie- zur Behandlung der Symptome von Menstruationsbeschwerden und dem prämenstruellen Syndrom (PMS), wie zum Beispiel Unterleibsschmerzen, Depressionen, gesteigerter Reizbarkeit oder Wassereinlagerungen- zur Verzögerung des Alterungsprozesses- zur Steigerung des Wohlbefindens- gegen Müdigkeit, Depressionen, NiedergeschlagenheitDie hier angebotenen Kapseln mit ihrer roten Flüssigkeit sind geruchsneutral und lassen sich wunderbar schlucken und sind auch sehr gut verträglich. Im Allgemeinen sollte eine Dosis von 300 bis 1000 mg Krillöl pro Tag bei den meisten Gesundheitsbeschwerden hilfreich sein. Hier bekommt man bei zwei Kapseln pro Tag 1180 mg, also mehr als ausreichend.Es kann Einbildung sein, aber mein Winterblues ist seit der regelmäßigen Einnahme verschwunden. Ich fühle mich vitaler und fröhlicher. Daher eine klare Empfehlung meinerseits.Vielleicht noch eine Anmerkung zur Tatsache, dass Krill Öl als Nahrungsergänzung angeboten wird und eventuell Auswirkungen auf das ökologische Gleichgewicht in der Antarktis hat: Da die jährliche Fangmenge nur zirka 0,03% des geschätzten Krillbestands ausmacht, wird sogar vom WWF (World Wildlife Fund) und der Internationalen Kommission für den Erhalt der Antarktischen Lebensräume (CCAMLR), die dies kontrollieren, bestätigt, dass dies keinen negativen Einfluss hat.","Für jeden, der aktiver und gesünder sein und seine Zellen schützen möchte",Commenté en Allemagne le 18 mars 2023,False,"5,0"
B00LPJOUV0,"Le produit multimédia n'a pas pu être chargé.
                
            
                
            
        
    
    








  
     Per me è la prima volta che provo l'integratore con olio di krill.L’olio di krill è una fonte di acidi grassi polinsaturi, in particolare di omega 3, cui sono state associate proprietà benefiche in termini di riduzione del colesterolo, dell’infiammazione e della capacità delle piastrine di aggregarsi a formare pericolosi coaguli di sangue.Da queste caratteristiche possiamo capire che sia utile per prevenire le malattie cardiovascolari  e regolare livelli eccessivi di trigliceridi o di colesterolo nel sangue. Inoltre, dovrebbe agire da un anti-infiammatorio.Per ora non ho avuto i problemi con cuore o colesterolo, ma meglio prevenire che curare! 😂👌Mi è piaciuto molto l'aspetto di queste capsule - sono rosse, coloratissime, molto belle. Ovviamente questo non influisce sulla qualità, ma è sempre un piacere buttare giù qualcosa di bello, invece che le compresse solite e tristi. E in più questa forma a capsule morbide e non troppo grosse è comodissima per assunzione!Per quanto riguarda il gusto - purtroppo io tutti gli integratori con Omega 3 sento di sapere molto di pesce. Anche se la capsula dovrebbe ""aprirsi"" solo una volta raggiunto lo stomaco (se non l'intestino), ma mi sale subito il retrogusto di pesce e rimane per qualche ora.Ormai sono abituata e non ci faccio il caso. Non è nulla a che fare con integratore, ma è una mia particolarità personale.L'unica cosa che no mette un po' in dubbio - è il prezzo. SO che il marchio Supersmart per ora non mi ha mai delusa e ha sempre i prezzi un po' elevati, ma sembrano di essere gli integratori ben studiati e creati con molta cura alla qualità e piccoli dettagli (in parole povere, sono sempre ""un po' meglio"" di altri marchi). Comunque sono solo 30 porzioni (2 softgel al giorno) e alla fine sono gli Omega-3 solo nella loro versione ""élite"" .",Capsule coloratissime con tante proprietà!,Commenté en Italie le 24 février 2023,False,"5,0"
B00LPJOUV0,"📜 Descrizione:Questo articolo, attualmente venduto al costo di 38.15€, arriva in un barattolino in plastica bianca così da proteggere il contenuto dai raggi solari. Ottima la presenza di un sigillo di sicurezza posizionato sul coperchio che ne garantisce l'integrità.All'interno troviamo 60 capsule softgel dal colore rosso ed ognuna di esse contiene Olio di Krill (Fosfolipidi, Omega-3, Colina, EPA+DHA), Astaxantina.Riguardo Omega-3 abbiamo con, l'assunzione raccomandata, di 2 capsule giornaliere:- Omega-3 totali: 315 mg.- EPA + DHL: 250mg.Come si evince, la quantità di Omega-3 non è elevata ma la sua caratteristica è che deriva dal Krill. Cos'è il Krill? Non è altro che un piccolo crostaceo dell'antartico. Vive in profondità e lì l'acqua è pura.In conclusione posso scrivere che questo articolo ha soddisfatto a le mie aspettative anche se avrei preferito che l'etichetta fosse scritta anche in italiano.Per quanto riguarda il costo preferisco non sbilanciarmi, il mio ruolo è solo quello di descriverti l'esperienza con questo prodotto, poi starà a te valutarlo globalmente.Quindi, per tutto ciò scritto (basandomi sull'articolo arrivato), la mia personale valutazione è 4 stelle su 5.🖊️ Ps: In caso di novità effettuerò un aggiornamento.Ti saluto con la speranza d'aver risposto alle tue domande, dubbi o semplicemente alle tue curiosità... grazie per aver letto le mie parole e spero che questa mia recensione ti sia stata utile...Alla prossima!","Olio di Krill, un buon apporto di omega 3 da assumere dopo i pasti",Commenté en Italie le 4 mars 2023,False,"4,0"
B00LPJOUV0,"Questo olio a base di piccoli gamberetti assicura un apporto ottimale dei suoi componenti, che si rivelano preziosi per combattere l’eccesso di colesterolo e mantenere in buono stato il sistema cardiovascolare. A mio parere è preferibile al classico olio di pesce. I piccoli ovuli sono ben fatti e non rischiamo di aprirsi in bocca. Non ho riscontrato alcun problema di ritorno di gusto sì che anche sotto questo aspetto è un prodotto da consigliare.",Costoso ma decisamente valido,Commenté en Italie le 2 avril 2023,False,"4,0"
B00LPJOUV0,Mit Krill Öl habe ich die besten Erfahrungen gemachtDas ist super verträglich und enthält sehr hochwertige Formen von EPA und DHA gekoppelt mit natürlich enthaltenen Astaxanthin und cholinSehr kleine Soft Gels die einfach zu schlucken sind und von denen man kein aufstoßen bekommtIch kann sie daher weiterempfehlen,Super verträgliches und hochwertiges Omega 3,Commenté en Allemagne le 3 mai 2023,False,"5,0"
B00LPJOUV0,"Da vari anni utilizzo integratori di acidi grassi omega-3 (EPA e DHA) ricavati da olio di pesce ritenendoli molto utili e con meno frequenza quelli ricavati dal crostaceo antartico Krill (Euphausia Superba) dato il loro costo notevolmente superiore.L’efficacia degli acidi grassi omega-3 e in particolare l'EPA (acido eicosapentaenoico) e il DHA (acido docosaesaenoico è ormai risaputa e sono reperibili vari studi in rete, riassumendo e semplificando:- hanno una potente azione antinfiammatoria, in particolare grazie all’EPA che riduce gli effetti dell’acido arachidonico, e possono essere utili per l’artrite ed in genere per problemi osteo-articolari;- normalizzano i livelli pressori;- normalizzano i livelli di trigliceridi;- aiutano le funzioni cardiovascolari;- aiutano le funzioni cerebrali e cognitive;- possono essere utili per ridurre disturbi visivi.in più l’olio di Krill è anche:- un potentissimo antiossidante grazie all’astaxantina;- favorisce il metabolismo dei lipidi riducendo i trigliceridi e utilizzando i grassi come substrato energetico;- migliora il metabolismo del glucosio nel fegato;- normalizza i livelli di colesterolo favorendo quello “buono” (HDL) ed inibendo quello “cattivo” (LDL);Gli integratori di Omega 3 ricavati da olio di krill hanno un costo decisamente superiore rispetto a quelli classici ricavati da olio di pesce, ma è pienamente motivato, infatti hanno le seguenti caratteristiche:- maggiore biodisponibilità rispetto agli omega-3 estratti dal più comune olio di pesce e valutata secondo alcuni studi fino a 4 volte superiore;- nell’olio di pesce gli omega-3 sono legati ai trigliceridi e questo ne diminuisce l’assorbimento (devono essere scomposti in DHA e EPA nell’intestino con perdite anche dell’80%), mentre nell’olio di krill sono legati ai fosfolipidi che ne consentono un rapido e quasi totale assorbimento.- l’olio di krill contiene fosfatidilcolina che ne facilita la biodisponibilità e la colina è importante per le funzioni cerebrali, l’apprendimento e la memoria;- l’olio di krill è meno soggetto ad inquinanti come i metalli pesanti, il krill infatti è di dimensioni molto piccole (un piccolo gamberetto antartico in confronto ad un tonno, pesce spada o salmone può immagazzinare meno inquinanti) ed è pescato in acque meno contaminate;- l’olio di krill resiste molto bene all’ossidazione (a differenza di quello di pesce) grazie all’astanxantina che è un potentissimo antiossidante, secondo la scala ORAC 300 volte superiore a quello di vitamina A, 65 volte la vitamina C, 14 volte vitamina E (la scala ORAC però si basa su esperimenti in vitro e non in vivo, inoltre queste indicazioni sono sempre più messe in discussione in ambito scientifico, molti medici e ricercatori sono sempre più dubbiosi circa la capacità antiossidante e quindi di ridurre i radicali liberi, da parte di integratori).Questo integratore è prodotto e distribuito dall’azienda portoghese Worldwide Unipessoal ed ha una linea di integratori chiamata “Super Smart”.Nella confezione ci sono 60 perle, la dose giornaliera consigliata è di 2perle o softgel, quindi la durata è di 30 giorni.Per dose giornaliera (2 perle) si ha un apporto di:- Olio di Krill  1180 mg;- Fosfolipidi  660 mg;- Omega-3  315 mg;- Colina  82,5 mg;- EPA+DHA  250 mg;- DHA  83 mg;- Astaxantina  100 mcg.Il prezzo di vendita è in linea con quello di altri prodotti Omega-3 ricavati da olio di kril con quantitativi praticamente identici, alcuni però hanno meno EPA e DHA) e qualcuno ha un quantitativo superiore di astaxantina (180-200 mcg).Occorre fare attenzione se si prendono farmici antiaggreganti o anticoagulanti, in quanto gli effetti potrebbero essere modificati (aumentati), potrebbero anche, agendo sui livelli della glicemia, interagire con i farmaci antidiabetici e con l’insulina e infine potendo abbassare la pressione occorre fare attenzione se si è ipotesi, inoltre potrebbero anche essere dannosi per chi soffre di allergie a molluschi e gamberi; in tutti questi casi è consigliato un parere medico preventivo.Come ho detto all’inizio sono molti anni che utilizzo gli acidi grassi essenziali Omega 3 come integrazione, anche da olio di Krill e non è facile esprimersi sull’efficacia dell’ integratore, sono pareri soggettivi influenzati dal momento di utilizzo, età, attività svolte e anche da altri integratori assunti con possibile effetto sinergico, in linea di massima mi sembra sia un prodotto di qualità e comunque molto utile, non ho rilevato problemi di digestione, non ritorna in bocca il sapore di pesce, sia prendendolo prima che dopo i pasti, l’importante è non a stomaco vuoto perché i grassi presenti in un pasto completo ne facilitano l’assorbimento; il prezzo è un poco più alto della media rispetto a prodotti simili.",Integratore di grassi essenziali omega 3 (EPA e DHA) da krill,Commenté en Italie le 24 février 2023,False,"4,0"
B00O16CZ4S,"produit exellent  par contre il y a des cartes de fidélité  qui ne son pas joint  avec le colis, sur le site ce n'est possible non plus de l'avoirautrement Merci",arkogelules Huile de Krill,Commenté en France le 12 juin 2015,True,"5,0"
B00O16CZ4S,"PRODUIT BIEN PROTEGER ,BIEN ENVELOPPER ,PAS ABIMER .ARRIVER AVEC QUELQUES JOURS AVANT AVEC UNE PETITE ATTENTION SUPPLEMENTAIRE.LE RECOMMANDE AU INTERNAUTES",HUILE DE KRILL,Commenté en France le 6 avril 2016,True,"5,0"
